iteration,pathfinding_iteration,simulation_iteration,direction_id,service_id,route_id,trip_id,stop_sequence,stop_id,arrival_time,arrival_time_min,departure_time,departure_time_min,travel_time_sec,dwell_time_sec,capacity,boards,alights,onboard,standees,friction,overcap
1,2,final,1,TTA,Red,R1,1,B1,07:07:57,427.9500000000,07:08:00,428.0000000000,360.0000000000,3.0000000000,10,0,0,0,0,0.0000000000,-10
1,2,final,1,TTA,Red,R1,2,C1,07:14:00,434.0000000000,07:14:03,434.0500000000,0.0000000000,3.0000000000,10,0,0,0,0,0.0000000000,-10
1,3,final,1,TTA,Green,G4,1,B2,07:25:41,445.6833333333,07:26:00,446.0000000000,480.0000000000,19.0000000000,10,8,0,8,3,11.0000000000,-2
1,3,final,1,TTA,Green,G4,2,C2,07:34:00,454.0000000000,07:34:15,454.2500000000,0.0000000000,15.0000000000,10,0,8,0,0,0.0000000000,-10
1,3,final,1,TTA,Green,G3,1,B2,07:19:47,439.7833333333,07:20:00,440.0000000000,480.0000000000,13.0000000000,10,5,0,5,0,0.0000000000,-5
1,3,final,1,TTA,Green,G3,2,C2,07:28:00,448.0000000000,07:28:10,448.1666666667,0.0000000000,10.5000000000,10,0,5,0,0,0.0000000000,-10
1,3,final,1,TTA,Green,G2,1,B2,07:09:57,429.9500000000,07:10:00,430.0000000000,480.0000000000,3.0000000000,10,0,0,0,0,0.0000000000,-10
1,3,final,1,TTA,Green,G2,2,C2,07:18:00,438.0000000000,07:18:03,438.0500000000,0.0000000000,3.0000000000,10,0,0,0,0,0.0000000000,-10
1,3,final,1,TTA,Green,G1,1,B2,07:01:57,421.9500000000,07:02:00,422.0000000000,480.0000000000,3.0000000000,10,0,0,0,0,0.0000000000,-10
1,3,final,1,TTA,Green,G1,2,C2,07:10:00,430.0000000000,07:10:03,430.0500000000,0.0000000000,3.0000000000,10,0,0,0,0,0.0000000000,-10
1,3,final,1,TTA,Red,R2,1,B1,07:17:51,437.8500000000,07:18:00,438.0000000000,360.0000000000,9.0000000000,10,3,0,3,0,0.0000000000,-7
1,3,final,1,TTA,Red,R2,2,C1,07:24:00,444.0000000000,07:24:07,444.1166666667,0.0000000000,7.5000000000,10,0,3,0,0,0.0000000000,-10
1,3,final,1,TTA,Blue,B1,1,A,06:55:57,415.9500000000,06:56:00,416.0000000000,480.0000000000,3.0000000000,10,0,0,0,0,0.0000000000,-10
1,3,final,1,TTA,Blue,B1,2,B,07:04:00,424.0000000000,07:04:03,424.0500000000,0.0000000000,3.0000000000,10,0,0,0,0,0.0000000000,-10
1,3,final,1,TTA,Blue,B2,1,A,07:03:41,423.6833333333,07:04:00,424.0000000000,480.0000000000,19.0000000000,10,8,0,8,3,11.0000000000,-2
1,3,final,1,TTA,Blue,B2,2,B,07:12:00,432.0000000000,07:12:15,432.2500000000,0.0000000000,15.0000000000,10,0,8,0,0,0.0000000000,-10
1,3,final,1,TTA,Blue,B3,1,A,07:09:41,429.6833333333,07:10:00,430.0000000000,480.0000000000,19.0000000000,10,8,0,8,3,11.0000000000,-2
1,3,final,1,TTA,Blue,B3,2,B,07:18:00,438.0000000000,07:18:15,438.2500000000,0.0000000000,15.0000000000,10,0,8,0,0,0.0000000000,-10
1,3,final,1,TTA,Orange,O1,1,E,07:09:37,429.6166666667,07:10:00,430.0000000000,720.0000000000,23.0000000000,10,10,0,10,5,15.0000000000,0
1,3,final,1,TTA,Orange,O1,2,F,07:22:00,442.0000000000,07:22:18,442.3000000000,0.0000000000,18.0000000000,10,0,10,0,0,0.0000000000,-10
1,3,final,1,TTA,Red,R1,1,B1,07:07:57,427.9500000000,07:08:00,428.0000000000,360.0000000000,3.0000000000,10,0,0,0,0,0.0000000000,-10
1,3,final,1,TTA,Red,R1,2,C1,07:14:00,434.0000000000,07:14:03,434.0500000000,0.0000000000,3.0000000000,10,0,0,0,0,0.0000000000,-10
